RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Geological_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#14,#14-0139,Pic-06-25A/2,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,12.55,0.21,2.54,0.06,,,0.55,0.02,0.20,13.15,7.65,0.84,8.42,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0140,Pic-06-25A/4,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,5.56,0.10,1.22,0.04,,,0.20,0.01,0.22,5.85,6.26,0.69,6.89,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0141,Pic-06-25A/5,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,11.71,0.20,2.69,0.06,,,0.50,0.02,0.23,12.34,7.45,0.82,8.20,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0142,Pic-06-25A/6,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,15.88,0.27,2.50,0.06,,,0.64,0.02,0.16,16.47,7.12,0.78,7.83,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0143,Pic-06-25A/8,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,7.88,0.14,3.22,0.07,,,0.41,0.01,0.41,8.64,8.76,0.96,9.64,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0144,Pic-06-25B/2,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,11.23,0.19,1.93,0.05,,,0.71,0.02,0.17,11.68,11.22,1.23,12.34,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0145,Pic-06-25B/4,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,12.54,0.21,1.12,0.04,,,0.41,0.01,0.09,12.80,5.90,0.65,6.49,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0146,Pic-06-25C/1,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,10.99,0.19,3.98,0.07,,,0.61,0.02,0.36,11.93,9.48,1.04,10.43,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0147,Pic-06-25C/2,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,15.99,0.27,7.53,0.11,,,1.31,0.04,0.47,17.76,13.61,1.50,14.97,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0148,Pic-06-25C/3,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,14.37,0.24,4.69,0.08,,,0.56,0.02,0.33,15.47,6.71,0.74,7.38,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0149,Pic-06-25C/4,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,7.15,0.13,3.97,0.07,,,0.46,0.02,0.56,8.08,10.41,1.15,11.45,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0150,Pic-06-25C/6,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.18,0.08,4.10,0.07,,,0.34,0.01,0.98,5.14,12.19,1.34,13.41,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0151,Pic-06-25C/7,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'27""S","43°58'35""W",7772571,606980,23 K,1460,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,10.52,0.18,4.36,0.08,,,0.69,0.02,0.41,11.54,11.06,1.22,12.17,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0152,Pic-06-26A/1,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°5'9""S","43°58'45""W",7778669,606726,23 K,1411,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,6.75,0.12,10.31,0.14,,,0.38,0.01,1.53,9.17,7.67,0.84,8.44,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0153,Pic-06-26A/2,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°5'9""S","43°58'45""W",7778669,606726,23 K,1411,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.22,0.08,4.97,0.08,,,0.06,0.00,1.18,5.39,2.09,0.23,2.30,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0154,Pic-06-26A/3,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°5'9""S","43°58'45""W",7778669,606726,23 K,1411,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.26,0.05,2.16,0.05,,,0.06,0.00,0.96,2.77,3.81,0.42,4.19,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0155,Pic-06-26B/3,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°5'9""S","43°58'45""W",7778669,606726,23 K,1411,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.27,0.05,10.73,0.14,,,0.03,0.00,4.73,4.79,1.03,0.11,1.13,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0156,Pic-06-27/4,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°2'44""S","43°58'55""W",7783119,606457,23 K,1426,0.5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.36,0.01,0.27,0.03,,,0.00,0.00,0.75,0.42,1.51,0.17,1.66,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0157,Pic-06-27/5,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°2'44""S","43°58'55""W",7783119,606457,23 K,1426,0.5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.74,0.02,0.61,0.04,,,0.01,0.00,0.82,0.88,1.76,0.19,1.94,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
