RefID,SampleID,SampleName,LaboratoryCode,Calculated_Age_(Ma),±_CalcAge,Corrected_Age_(Ma)_[5-15%_or_4/3],±_CorrAge
20,20.0018,CID-2-8-S,,,,10.00,0.60
20,20.0019,CID-2-8-R,,,,2.70,0.10
,,,,,,,
21,21.0001,Pic21_FG,09RXA,20.58,,22.64,2.26
21,21.0002,Pic21_FG,09QVK,25.91,,28.50,2.85
21,21.0003,Pic21_FG,09QVA,30.59,,33.64,3.36
21,21.0004,Pic-06-21_frostedGt,09XUJ,32.13,,35.34,3.53
21,21.0005,Pic-06-21_frostedGt,09XUK,30.46,,33.50,3.35
21,21.0006,Pic21_VG,09RXG,9.66,,10.62,1.06
21,21.0007,Pic21_VG,09RYE,9.55,,10.51,1.05
21,21.0008,Pic21_VG,09SDB,11.32,,12.45,1.25
21,21.0009,Pic21_VG,09SCZ,9.50,,10.45,1.05
21,21.001,Pic21_VG,09SDC,9.97,,10.96,1.10
21,21.0011,Pic21_VG,09RXE,11.66,,12.82,1.28
21,21.0012,Pic21_FwVG,09SBU,17.15,,18.87,1.89
21,21.0013,Pic21_FwVG,09SCE,16.25,,17.87,1.79
21,21.0014,Pic21_FwVG,09SCV,14.25,,15.68,1.57
21,21.0015,Pic21_FwVG,09SDA,19.20,,21.12,2.11
21,21.0016,Pic21_FwVG,09SDD,17.67,,19.44,1.94
21,21.0017,Pic21_FwVG,09QUT,17.73,,19.50,1.95
21,21.0018,Pic21_AlPoor Goe,09SCC,27.40,,30.14,3.01
21,21.0019,Pic21_AlPoor Goe,09SCX,21.34,,23.48,2.35
21,21.002,Pic21_AlPoor Goe,09SDE,24.29,,26.72,2.67
21,21.0021,Pic21_AlPoor Goe,09RXC,21.76,,23.94,2.39
21,21.0022,Pic21_AlPoor Goe,09RWW,27.54,,30.30,3.03
21,21.0023,Pic21_AlPoor Goe,09QVL,27.11,,29.82,2.98
21,21.0024,Pic21_AlPoor Goe,09QVB,28.80,,31.68,3.17
21,21.0025,Pic21_AlPoor Goe,09QUR,26.94,,29.63,2.96
21,21.0026,Pic21_AlPoor Goe,09SBS,32.26,,35.49,3.55
21,21.0027,Pic21_AlPoor Goe,09SBQ,26.76,,29.43,2.94
21,21.0028,Pic21_AlPoor Goe,09SCY,26.81,,29.49,2.95
21,21.0029,Pic21_AlPoor Goe,09RXB,27.40,,30.14,3.01
21,21.003,Pic21_AlPoor Goe,09SDF,31.55,,34.71,3.47
21,21.0031,Pic21_AlPoor Goe,09SCW,29.71,,32.68,3.27
21,21.0032,Pic21_AlPoor Goe,09QUQ,48.32,,53.15,5.32
21,21.0033,G-12-01,09XID,7.15,,7.87,0.79
21,21.0034,G-12-01,09XIE,29.12,,32.03,3.20
21,21.0035,G-12-04A_black,09VSQ,8.12,,8.93,0.89
21,21.0036,G-12-04A_black,09XHV,7.21,,7.93,0.79
21,21.0037,G-12-04A_black,09XHW,10.68,,11.75,1.17
21,21.0038,G-12-04A_brown,09XHX,18.79,,20.67,2.07
21,21.0039,G-12-04A_brown,09XHY,21.72,,23.89,2.39
21,21.004,G-12-04A_brown,09VSP,17.86,,19.64,1.96
21,21.0041,G-12-05 vitreous black,09XIA,0.76,,0.84,0.08
21,21.0042,G-12-05 vitreous black,09XHZ,1.54,,1.70,0.17
21,21.0043,G-12-05,09VSR,3.45,,3.79,0.38
21,21.0044,G-12-05,09VSS,5.06,,5.57,0.56
21,21.0045,G-12-06,09XIJ,31.43,,34.57,3.46
21,21.0046,G-12-06,09XII,47.98,,52.78,5.28
21,21.0047,G-12-06 (drill-core),09XIK,16.84,,18.52,1.85
21,21.0048,G-12-06 (drill-core),09XIL,23.72,,26.09,2.61
21,21.0049,G-12-06 (drill-core),09XIM,44.30,,48.73,4.87
21,21.005,G-12-06 (reddish),09XIH,8.15,,8.97,0.90
21,21.0051,G-12-06 vitreous black,09XIG,7.13,,7.85,0.78
21,21.0052,G-12-06 vitreous black,09XIF,7.18,,7.90,0.79
21,21.0053,G-12-08,09XIW,13.91,,15.31,1.53
21,21.0054,G-12-08,09XIX,14.78,,16.26,1.63
21,21.0055,G-12-09,09XIZ,6.69,,7.36,0.74
21,21.0056,G-12-09,09XIY,7.03,,7.73,0.77
21,21.0057,GA-13-04 Type1,09XUH,5.18,,5.70,0.57
21,21.0058,GA-13-04 Type1,09XUI,9.85,,10.84,1.08
21,21.0059,Pic 06 22 gr1_black,09TYV,18.49,,20.34,2.03
21,21.006,Pic 06 22 gr2_black,09TZB,22.24,,24.46,2.45
21,21.0061,Pic 06 22 gr3_black,09TZG,14.54,,16.00,1.60
21,21.0062,Pic 06 22 gr4_black,09TZI,15.83,,17.41,1.74
21,21.0063,Pic 06 23 gr1,09TXX,10.10,,11.11,1.11
21,21.0064,Pic 06 23 gr2,09TYD,8.61,,9.48,0.95
21,21.0065,Pic 06 23 gr3,09TYJ,20.15,,22.17,2.22
21,21.0066,Pic 06 23 gr4,09TYP,11.04,,12.15,1.21
21,21.0067,G-12-10,09XJC,16.53,,18.18,1.82
21,21.0068,G-12-10,09XJB,18.14,,19.95,2.00
21,21.0069,G-12-10,09XJA,18.32,,20.15,2.02
21,21.007,G-12-11_botryoidal gt,09XHT,32.72,,35.99,3.60
21,21.0071,G-12-11_botryoidal gt,09XHU,35.87,,39.46,3.95
21,21.0072,G-12-11_botryoidal gt,09VPR,36.72,,40.39,4.04
21,21.0073,G-12-11_layered gt,09VPS,28.27,,31.09,3.11
21,21.0074,G-12-11_layered gt,09VPT,27.35,,30.08,3.01
21,21.0075,G-12-12,09VWM,16.09,,17.69,1.77
21,21.0076,G-12-12,09VWN,28.87,,31.76,3.18
21,21.0077,G-12-12,09XIB,22.28,,24.50,2.45
21,21.0078,G-12-12,09XIC,26.24,,28.86,2.89
21,21.0079,G-12-07a,09XIN,0.48,,0.53,0.05
21,21.008,G-12-07a,09XIO,1.27,,1.39,0.14
21,21.0081,G-12-07b (cement),09XIP,0.79,,0.87,0.09
21,21.0082,G-12-07b (cement),09XIR,0.99,,1.09,0.11
21,21.0083,G-12-07b (massive),09XIS,7.69,,8.46,0.85
21,21.0084,G-12-07b (massive),09XIT,20.30,,22.33,2.23
21,21.0085,G-12-07c,09XIU,21.74,,23.91,2.39
21,21.0086,G-12-07c,09XIV,28.86,,31.75,3.18
21,21.0087,Pic-06-27,09QVN,2.02,,2.23,0.22
21,21.0088,Pic-06-27,09QVD,2.80,,3.08,0.31
21,21.0089,Pic-06-27,09SBW,0.40,,0.44,0.04
21,21.009,Pic-06-27,09SCA,1.51,,1.67,0.17
21,21.0091,SC-12-01-dark brown,09XUQ,27.68,,30.45,3.04
21,21.0092,SC-12-01_dark brown,09XUP,25.61,,28.17,2.82
21,21.0093,SC-12-04(A),09XUR,8.31,,9.15,0.91
21,21.0094,SC-12-04(A),09XUS,5.42,,5.96,0.60
21,21.0095,SC-12-04(A),09XUT,6.06,,6.67,0.67
21,21.0096,SC-12-04(A),09XUU,20.98,,23.08,2.31
21,21.0097,SC-12-04(B),09XUZ,24.74,,27.21,2.72
21,21.0098,SC-12-04(B),09XVA,34.47,,37.91,3.79
21,21.0099,SC-12-05,09XVB,26.66,,29.32,2.93
21,21.01,SC-12-05,09XVC,28.82,,31.70,3.17
21,21.0101,SC-12-05,09XVD,21.51,,23.66,2.37
21,21.0102,SC-12-06(A),09VPU,3.81,,4.19,0.42
21,21.0103,SC-12-06(A),09VPV,2.73,,3.00,0.30
21,21.0104,SC-12-06(B),09VPW,23.86,,26.24,2.62
21,21.0105,SC-12-06(B),09VPX,20.18,,22.20,2.22
21,21.0106,SC-12-07(A),09VPY,6.19,,6.81,0.68
21,21.0107,SC-12-07(A),09VQA,7.11,,7.83,0.78
21,21.0108,SC-12-07B,09XVJ,21.05,,23.16,2.32
21,21.0109,SC-12-15,09VQB,5.53,,6.08,0.61
21,21.011,SC-12-15,09VQC,5.50,,6.05,0.61
21,21.0111,SC-12-17(d),09XVO,1.77,,1.94,0.19
21,21.0112,SC-12-17(d),09XVP,9.04,,9.94,0.99
21,21.0113,SC-12-22(B),09VQH,4.91,,5.40,0.54
21,21.0114,SC-12-22(B),09VQI,3.11,,3.42,0.34
21,21.0115,SC-12-20(A),09XUV,17.82,,19.60,1.96
21,21.0116,SC-12-20(A),09XUW,15.97,,17.57,1.76
21,21.0117,SC-12-20(A),09XUX,25.61,,28.17,2.82
21,21.0118,SC-12-20(A),09XUY,24.04,,26.44,2.64
21,21.0119,SM-13-01,09VQJ,27.13,,29.85,2.98
21,21.012,SM-13-01,09VQK,27.59,,30.35,3.04
21,21.0121,SM-13-02,09XUL,40.05,,44.05,4.41
21,21.0122,SM-13-02,09XUM,28.13,,30.94,3.09
21,21.0123,SM-13-07,09XUN,26.40,,29.04,2.90
21,21.0124,SM-13-07,09XUO,23.56,,25.92,2.59
21,21.0125,SC-12-16(B)_black,09XVK,36.23,,39.85,3.99
21,21.0126,SC-12-16(B)_black,09XVL,36.03,,39.64,3.96
21,21.0127,SC-12-16(B)_brown,09XVM,13.51,,14.86,1.49
21,21.0128,SC-12-16(B)_brown,09XVN,11.08,,12.19,1.22
21,21.0129,SC-12-21(A),09XVV,48.54,,53.39,5.34
21,21.013,SC-12-21(A),09XVX,47.36,,52.09,5.21
21,21.0131,SC-12-21(A),09XVY,22.94,,25.24,2.52
21,21.0132,SC-12-21(B),09XVZ,8.65,,9.51,0.95
21,21.0133,SC-12-21(B),01AAB,10.59,,11.65,1.17
21,21.0134,SC-12-21(D),09VQF,13.27,,14.60,1.46
21,21.0135,SC-12-21(D),09VQG,15.19,,16.71,1.67
,,,,,,,
22,22.0001,B-93-01,09XMK,56.61,1.15,62.27,6.23
22,22.0002,B-93-01,09XML,64.33,1.32,70.76,7.08
22,22.0003,BA-P010-surface,09XMN,61.94,1.26,68.14,6.81
22,22.0004,BA-P010-surface,09XMO,60.80,1.23,66.88,6.69
22,22.0005,BAH 3 cml 7 3 bottom layers,09TZP,14.05,0.29,15.45,1.55
22,22.0006,BAH 3 cml 7 3 bottom layers,09TZR,13.19,0.27,14.50,1.45
22,22.0007,BAH 3 cml 7 3 bottom layers,09TXZ,12.35,0.25,13.58,1.36
22,22.0008,BAH 3 cml 7 3 bottom layers,09TYF,10.13,0.21,11.14,1.11
22,22.0009,BAH 3 cml 7 3 bottom layers,09TYL,10.33,0.21,11.36,1.14
22,22.001,BAH 3 cml 7 3 bottom layers,09TYR,14.87,0.30,16.36,1.64
22,22.0011,BAH 3 cml 7 large goethite layer,09TYX,15.37,0.31,16.91,1.69
22,22.0012,BAH 3 cml 7 large goethite layer,09TZD,14.19,0.29,15.61,1.56
22,22.0013,BAH-03 cml 6 LT100_black,09XMR,4.32,0.09,4.75,0.48
22,22.0014,BAH-03 cml 6 LT100_black,09XMS,4.32,0.09,4.75,0.47
22,22.0015,BAH-03 cml 6 LT100_brown,09XMP,7.01,0.14,7.71,0.77
22,22.0016,BAH-03 cml 6 LT100_brown,09XMQ,7.05,0.14,7.75,0.78
22,22.0017,BAH-100 black,09XKP,31.02,0.64,34.13,3.41
22,22.0018,BAH-100 black,09XKQ,38.19,0.78,42.01,4.20
22,22.0019,BAH-100 black,09XKR,38.65,0.79,42.52,4.25
22,22.002,BAH-100_black gt,09VQD,32.39,0.66,35.63,3.56
22,22.0021,BAH-100_black gt,09VQE,42.72,0.87,47.00,4.70
22,22.0022,BAH-100_brown gt,09VQY,50.85,1.03,55.93,5.59
22,22.0023,BAH-100_brown gt,09VRB,46.71,0.95,51.39,5.14
22,22.0024,BAH-100_brown gt,09VSO,48.85,1.00,53.74,5.37
22,22.0025,BAH-99-01 gr1,09TYI,23.53,0.48,25.88,2.59
22,22.0026,BAH-99-01 gr2,09TYO,18.46,0.37,20.30,2.03
22,22.0027,BAH-99-01 gr3,09TYU,26.35,0.54,28.99,2.90
22,22.0028,BAH-F115-15-16G,09VNU,23.06,0.47,25.37,2.54
22,22.0029,BAH-F115-15-16G,09VNV,22.88,0.46,25.17,2.52
22,22.003,BAH-F124-111.2B,09VNS,33.59,0.68,36.95,3.69
22,22.0031,BAH-F124-111.2B,09VNT,37.32,0.76,41.05,4.11
22,22.0032,BAH-F124-112,09XKW,48.89,0.99,53.78,5.38
22,22.0033,BAH-F124-112,09XKX,46.75,0.95,51.42,5.14
22,22.0034,BAH-F124-112,09XMT,49.76,1.01,54.73,5.47
22,22.0035,BAH-F124-112,09XMU,46.60,0.95,51.26,5.13
22,22.0036,BAH-F124-114,09VNO,9.75,0.20,10.73,1.07
22,22.0037,BAH-F124-114,09VNP,10.17,0.21,11.19,1.12
22,22.0038,BAH-F124-123.1 (black),09XKS,34.49,0.70,37.94,3.79
22,22.0039,BAH-F124-123.1 (black),09XKV,41.11,0.84,45.23,4.52
22,22.004,BAH-F124-123.1 (sparkling),09XKT,10.41,0.21,11.45,1.15
22,22.0041,BAH-F124-123.1 (sparkling),09XKU,11.88,0.24,13.07,1.31
22,22.0042,BAH-F124-123.2 (weird gt),09XLA,25.06,0.51,27.57,2.76
22,22.0043,BAH-F124-123.2 (weird gt),09XLC,28.33,0.58,31.16,3.12
22,22.0044,BAH-F124-123.2 (black),09XLB,34.60,0.70,38.06,3.81
22,22.0045,BAH-F124-123.2 (black),09XLD,35.94,0.73,39.54,3.95
22,22.0046,BAH-F124-123.7,09XKY,52.55,1.07,57.81,5.78
22,22.0047,BAH-F124-123.7,09XKZ,50.07,1.02,55.08,5.51
22,22.0048,BAH-F177-115,09XLE,2.66,0.05,2.92,0.29
22,22.0049,BAH-F177-115,09XLF,3.04,0.06,3.34,0.33
22,22.005,BAH-F177-115 (brown),09XLG,21.31,0.43,23.44,2.34
22,22.0051,BAH-F226-142.7_black,09XMA,4.37,0.09,4.81,0.48
22,22.0052,BAH-F226-142.7_black,09XMB,3.98,0.08,4.37,0.44
22,22.0053,BAH-F226-142.7_brown,09XMC,12.07,0.25,13.28,1.33
22,22.0054,BAH-F226-142.7_brown,09XMD,13.19,0.27,14.51,1.45
22,22.0055,BAH-F226-142.7_sparkling,09XME,13.00,0.26,14.30,1.43
22,22.0056,BAH-F226-152.67,09XVQ,49.78,1.01,54.76,5.48
22,22.0057,BAH-F226-152.67,09XVR,47.39,0.97,52.13,5.21
22,22.0058,BAH-F226-157.6_black,09XLZ,9.15,0.19,10.06,1.01
22,22.0059,BAH-F226-157.6_brown,09XLX,11.31,0.23,12.44,1.24
22,22.006,BAH-F226-157.6_brown,09XLY,11.23,0.23,12.35,1.24
22,22.0061,BAH-F226-182.2_stalagmite,09XMF,74.86,2.34,82.35,8.23
22,22.0062,BAH-F226-182.2_stalagmite,09XMG,22.09,0.46,24.30,2.43
22,22.0063,BAH-F226-182.2_stalagmite,09XMH,4.41,0.12,4.85,0.49
22,22.0064,BAH-F226-186.8 (dark grey),09XMX,45.28,0.92,49.81,4.98
22,22.0065,BAH-F226-186.8 (dark grey),09XMZ,44.18,0.90,48.60,4.86
22,22.0066,BAH-F226-186.8,09XMY,11.58,0.24,12.74,1.27
22,22.0067,BAH-F226-193.5,09XLT,30.10,0.61,33.11,3.31
22,22.0068,BAH-F226-193.5,09XLU,20.97,0.43,23.06,2.31
22,22.0069,BAH-F282-118.2_black,09XLL,27.21,0.55,29.93,2.99
22,22.007,BAH-F282-118.2_black,09XLM,9.99,0.20,10.99,1.10
22,22.0071,BAH-F282-118.2_brown,09XLN,37.97,0.77,41.76,4.18
22,22.0072,BAH-F282-118.2_brown,09XLO,29.81,0.61,32.79,3.28
22,22.0073,BAH-F282-118.4_brown,09VNW,28.02,0.57,30.82,3.08
22,22.0074,BAH-F282-118.4_brown,09VNX,35.42,0.72,38.96,3.90
22,22.0075,BAH-F282-118.4_brown&black,09XKM,17.08,0.35,18.79,1.88
22,22.0076,BAH-F282-118.4_black,09XKN,32.36,0.66,35.59,3.56
22,22.0077,BAH-F282-118.4_sparkling,09XKO,21.37,0.43,23.51,2.35
22,22.0078,BAH-F282-120.5 (brown),09VNQ,41.91,0.85,46.10,4.61
22,22.0079,BAH-F282-120.5 (brown),09VNR,40.43,0.82,44.47,4.45
22,22.008,BAH-F282-120.5 (black),09XLR,37.40,0.77,41.14,4.11
22,22.0081,BAH-F282-120.5 (black),09XLS,37.24,0.76,40.96,4.10
22,22.0082,BAH-F282-124.9_stalag.,09XLH,39.93,0.81,43.93,4.39
22,22.0083,BAH-F282-124.9_stalag.,09XLI,35.70,0.72,39.27,3.93
22,22.0084,BAH-F282-126.3,09XLJ,53.19,1.08,58.51,5.85
22,22.0085,BAH-F282-126.3,01AAQ,39.34,0.80,43.27,4.33
22,22.0086,BAH-F282-94.3,09XLP,44.00,0.90,48.40,4.84
22,22.0087,BAH-F282-94.3,09XLQ,37.23,0.76,40.95,4.09
22,22.0088,IB-03-8 2nd bench/3.5m,09XMI,21.23,0.50,23.36,2.34
22,22.0089,IB-03-8 2nd bench/3.5m,09XMJ,15.31,0.36,16.84,1.68
22,22.009,IBH-13-03 Top Crust,09XNE,0.74,0.02,0.82,0.08
22,22.0091,IBH-13-03 Top Crust,09XNF,0.89,0.02,0.97,0.10
22,22.0092,IBH-13-03 under TC_black,09XNB,0.91,0.02,1.00,0.10
22,22.0093,IBH-13-03 under TC_reddish,09XNC,4.97,0.10,5.47,0.55
22,22.0094,IBH-13-03 under TC_reddish,09XND,4.98,0.10,5.48,0.55
22,22.0095,IBH-13-08c,09VWO,27.44,0.68,30.18,3.02
22,22.0096,IBH-13-08c,09VWQ,26.33,0.70,28.96,2.90
22,22.0097,IBH-13-09b(1) gt filling cav.,09XUB,23.67,0.55,26.04,2.60
22,22.0098,IBH-13-09b(1) gt filling cav.,09XUC,27.97,0.69,30.76,3.08
22,22.0099,IBH-13-09b(2) gt cement,09XUD,26.90,0.64,29.59,2.96
22,22.01,IBH-13-09b(2) gt cement,09XUE,28.56,0.68,31.42,3.14
22,22.0101,IBH-13-09e,09XUF,10.65,0.25,11.71,1.17
22,22.0102,IBH-13-09e,09XUG,15.97,0.39,17.57,1.76
22,22.0103,IBH-13-09h,09TZZ,34.23,0.78,37.66,3.77
22,22.0104,IBH-13-09h,09UBC,38.59,0.93,42.44,4.24
22,22.0105,IBH-13-09h,09TYC,35.24,0.86,38.76,3.88
22,22.0106,IBH-13-12,09XTZ,16.38,0.42,18.02,1.80
22,22.0107,IBH-13-12,09XUA,16.31,0.42,17.94,1.79
22,22.0108,N1P1302,01AAC,2.55,0.33,2.81,0.28
22,22.0109,N1P1302,01AAD,2.37,0.31,2.61,0.26
22,22.011,N1P1302,09VNY,71.26,3.02,78.39,7.84
22,22.0111,N1P1302,09VNZ,14.36,0.69,15.80,1.58
22,22.0112,N1P1302,09VOA,7.60,0.85,8.36,0.84
22,22.0113,N1P1303,09VOB,19.18,0.52,21.10,2.11
22,22.0114,N1P1303,09VOC,19.13,0.52,21.04,2.10
22,22.0115,N1P1306,09VOD,7.10,0.33,7.81,0.78
22,22.0116,N1P1306,09VOE,5.44,0.34,5.98,0.60
22,22.0117,N1P1309,09VOL,6.35,0.63,6.99,0.70
22,22.0118,N1P1309,09VOM,9.84,0.32,10.82,1.08
22,22.0119,N1P1313,09VON,0.74,0.27,0.81,0.08
22,22.012,N1P1313,09VOO,1.08,0.55,1.19,0.12
22,22.0121,N1P1313b,09VOP,1.21,0.36,1.33,0.13
22,22.0122,N1P1313b,09VOQ,1.03,0.42,1.13,0.11
22,22.0123,N1P1314,01AAE,6.33,0.42,6.96,0.70
22,22.0124,N1P1314,01AAF,7.92,0.31,8.72,0.87
22,22.0125,N1P1314,09VOR,47.11,1.88,51.82,5.18
22,22.0126,N1P1314,09VOS,14.47,1.13,15.92,1.59
22,22.0127,N1P1317,01AAG,15.87,0.64,17.46,1.75
22,22.0128,N1P1317,01AAH,17.19,0.46,18.90,1.89
22,22.0129,N1P1317,09VOT,1.41,0.07,1.55,0.15
22,22.013,N1P1317,09VOU,20.78,0.55,22.86,2.29
22,22.0131,N1P1317 Pisolith,09VOV,73.51,2.08,80.86,8.09
22,22.0132,N1P1317 Pisolith,09VOW,3.23,0.14,3.56,0.36
22,22.0133,N1P1318 lake,09VOZ,2.68,0.14,2.94,0.29
22,22.0134,N1P1318 lake,09VPA,1.99,0.13,2.19,0.22
22,22.0135,N1P1321b,09VOX,4.03,0.50,4.44,0.44
22,22.0136,N1P1321b,09VOY,3.81,0.79,4.19,0.42
22,22.0137,N1P1323,01AAI,2.48,0.19,2.73,0.27
22,22.0138,N1P1323,01AAJ,4.52,0.22,4.97,0.50
22,22.0139,N1P1323,09VPB,13.57,0.33,14.92,1.49
22,22.014,N1P1323,09VPC,3.89,0.21,4.28,0.43
22,22.0141,N1P1328,09VPD,20.99,0.57,23.09,2.31
22,22.0142,N1P1328,09VPE,16.54,0.47,18.20,1.82
22,22.0143,N1P1332,09VPH,2.22,0.20,2.44,0.24
22,22.0144,N1P1332,09VPI,4.32,0.19,4.75,0.47
22,22.0145,N1P1333,01AAK,27.33,0.76,30.06,3.01
22,22.0146,N1P1333,01AAL,4.00,0.11,4.40,0.44
22,22.0147,N1P1333,09VPF,31.12,0.90,34.23,3.42
22,22.0148,N1P1333,09VPG,18.52,0.59,20.37,2.04
22,22.0149,N1P1335,01AAM,3.40,0.44,3.74,0.37
22,22.015,N1P1335,01AAN,0.15,0.45,0.16,0.02
22,22.0151,N1P1335,09VPJ,0.57,0.48,0.63,0.06
22,22.0152,N1P1335,09VPK,9.58,1.94,10.53,1.05
22,22.0153,N1P1337_blV Gt,09VPL,2.71,1.47,2.98,0.30
22,22.0154,N1P1337_blV Gt,09VPM,3.68,0.53,4.05,0.41
22,22.0155,N1P1337_brown Gt,09VPN,6.68,0.35,7.34,0.73
22,22.0156,N1P1337_brown Gt,09VPO,5.83,0.23,6.41,0.64
22,22.0157,N1P1343,01AAO,17.41,1.69,19.15,1.92
22,22.0158,N1P1343,01AAP,6.56,1.77,7.22,0.72
22,22.0159,N1P1343,09VPP,16.37,1.79,18.01,1.80
22,22.016,N1P1343,09VPQ,5.49,0.57,6.03,0.60
22,22.0161,BOI-002,09VQM,3.36,0.07,3.70,0.37
22,22.0162,BOI-002,09VQN,2.44,0.05,2.68,0.27
22,22.0163,BOI-002,09VQT,3.92,0.09,4.32,0.43
22,22.0164,BOI-002,09VQZ,1.79,0.04,1.97,0.20
22,22.0165,BOI-002,09VRA,2.40,0.05,2.64,0.26
22,22.0166,BOI-004,09VQL,0.53,0.02,0.58,0.06
22,22.0167,BOI-004,09VQO,1.16,0.05,1.28,0.13
22,22.0168,BOI-004,09VQS,0.70,0.05,0.76,0.08
22,22.0169,BOI-004,09VQV,0.50,0.02,0.55,0.05
22,22.017,BOI-004,09VRC,0.69,0.02,0.75,0.08
22,22.0171,BOI-013,09VQP,6.95,0.18,7.64,0.76
22,22.0172,BOI-013,09VQW,6.76,0.18,7.44,0.74
22,22.0173,BOI-013,09VRD,7.71,0.21,8.48,0.85
22,22.0174,BOI-014,09VQQ,8.50,0.19,9.36,0.94
22,22.0175,BOI-014,09VQR,6.83,0.17,7.51,0.75
22,22.0176,BOI-014,09VQU,8.49,0.20,9.34,0.93
22,22.0177,BOI-014,09VQX,7.91,0.19,8.71,0.87
,,,,,,,
23,23.0001,ARIX2-A,,2.00,0.10,2.40,0.40
23,23.0002,ARIX2-B,,1.60,0.10,1.90,0.30
23,23.0003,ARIX2-C,,1.90,0.10,2.30,0.30
23,23.0004,ARIX2-D,,2.70,0.10,3.20,0.50
23,23.0005,ARIX2-E,,1.70,0.10,2.00,0.30
23,23.0006,ARIX2-F,,1.60,0.10,1.90,0.30
23,23.0007,JABU1-A,,3.10,0.20,3.70,0.60
23,23.0008,JABU1-B,,3.00,0.20,3.60,0.50
23,23.0009,JABU1-C,,4.30,0.20,5.20,0.80
23,23.001,JABU1-D,,3.40,0.20,4.10,0.60
23,23.0011,JABU1-E,,3.40,0.20,4.10,0.60
23,23.0012,JABU1-F,,3.40,0.20,4.10,0.60
23,23.0013,JIC-A,,0.90,0.01,1.10,0.20
23,23.0014,JIC-B,,5.10,0.30,6.10,0.90
23,23.0015,JIC-C,,2.50,0.10,3.00,0.50
23,23.0016,JIC-D,,2.60,0.10,3.10,0.50
23,23.0017,JIC-E,,8.50,0.40,10.20,1.50
23,23.0018,JIC-F,,12.70,0.60,15.20,2.30
23,23.0019,JIC-G,,6.00,0.30,7.20,1.10
,,,,,,,
24,24.0001,B1AG-1,,13.30,1.30,14.63,1.46
24,24.0002,B1AG-2,,13.30,1.40,14.63,1.46
24,24.0003,B1AG-3,,13.10,1.30,14.41,1.44
24,24.0004,B1AG-4,,20.60,2.10,22.66,2.27
24,24.0005,B1AG-5,,20.80,2.10,22.88,2.29
24,24.0006,B1AG-6,,18.90,1.90,20.79,2.08
24,24.0007,C6G-1,,14.90,1.50,16.39,1.64
24,24.0008,C6G-2,,16.60,1.70,18.26,1.83
24,24.0009,C6G-3,,22.50,2.30,24.75,2.48
24,24.001,C6G-4,,16.20,1.60,17.82,1.78
24,24.0011,C6G-5,,17.20,1.80,18.92,1.89
24,24.0012,C6G-6,,17.10,1.70,18.81,1.88
,,,,,,,
25,25.0001,Capao L1,09TZU,,,197.63,4.92
25,25.0002,Capao L1,09VYA,,,212.22,6.29
25,25.0003,Capao L1,09VYF,,,211.01,5.53
25,25.0004,Capao L1,09TYA,,,248.72,5.73
25,25.0005,Capao L1,09TZV,,,266.88,6.06
25,25.0006,Capao L1,09VWR,,,270.61,6.13
25,25.0007,Capao L1,09VYK,,,298.99,6.74
25,25.0008,Capao L1,09VXW,,,293.55,6.73
25,25.0009,Capao L2,09VWS,,,268.79,6.86
25,25.001,Capao L2,09VXX,,,270.23,7.13
25,25.0011,Capao L2,09VYB,,,275.05,6.58
25,25.0012,Capao L2,09VYG,,,282.27,7.24
25,25.0013,Capao L2,09VYL,,,276.51,6.53
25,25.0014,Capão L4,09TZS,,,274.23,6.33
25,25.0015,Capão L4,09TZW,,,275.64,6.65
25,25.0016,Capão L4,09TZY,,,278.80,6.73
25,25.0017,Capao L4,09VXZ,,,285.86,7.90
25,25.0018,Capao L4,09VYI,,,286.46,7.63
25,25.0019,Capao L4,09VYN,,,289.74,6.96
25,25.002,Capao L4,09VYD,,,292.27,7.75
25,25.0021,Capao L5,09VXV,,,205.71,6.56
25,25.0022,Capão L5,09TYH,,,209.85,5.33
25,25.0023,Capao L5,09VYE,,,217.22,7.24
25,25.0024,Capão L5,09TYN,,,220.04,5.88
25,25.0025,Capao L5,,,,230.69,5.92
25,25.0026,Capao L5,09VYO,,,244.30,7.34
25,25.0027,Capao L5,09VYJ,,,261.12,7.24
25,25.0028,Win 01B,09VYP,,,209.66,4.48
25,25.0029,Win 01B,09VYQ,,,202.60,4.53
25,25.003,Win 01B,09VYR,,,202.88,4.35
25,25.0031,Win 01B,09VYS,,,203.52,4.71
25,25.0032,Win 01B,09VYT,,,187.09,4.35
25,25.0033,Roy L5,09VNK,,,66.59,1.77
25,25.0034,Roy L5,09VNL,,,67.55,1.89
25,25.0035,Roy L6,09VNM,,,78.90,2.00
25,25.0036,Roy L6,09VNN,,,77.90,2.24
25,25.0037,WIN 03A(b),,,,37.66,
25,25.0038,WIN 03A(c),,,,37.76,
25,25.0039,WIN 03A(d),,,,36.84,
,,,,,,,
26,26.0001,14BK-11-A,,7.50,0.40,8.25,0.83
26,26.0002,14BK-11-B,,7.90,0.40,8.69,0.87
26,26.0003,14MN-TAM-A,,8.10,0.40,8.91,0.89
26,26.0004,14MN-TAM-B,,7.90,0.40,8.69,0.87
26,26.0005,14MN-TAM-C,,7.70,0.40,8.47,0.85
26,26.0006,14OU03-1,,0.80,0.00,0.88,0.09
26,26.0007,14OU03-2,,0.90,0.00,0.99,0.10
26,26.0008,14OU03-3,,0.90,0.00,0.99,0.10
