RefID,SampleID,SampleName,LaboratoryCode,Calculated_Age_(Ma),±_CalcAge,Corrected_Age_(Ma)_[5-15%_or_4/3],±_CorrAge
0,0.0237,HGT-16-03 Mn Ox.,17BLB,8.31,,9.14,0.91
0,0.0238,HGT-16-03 Mn Ox.,17BLE,6.63,,7.29,0.73
0,0.0239,HGT-16-05 (c)(6),17BLG,21.09,,23.20,2.32
0,0.024,HGT-16-02Pl(1),17BLI,16.99,,18.69,1.87
0,0.0241,HGT-16-02Pl(2),17BLK,16.90,,18.59,1.86
0,0.0242,HGT-16-02Pl(3),17BLM,4.23,,4.65,0.46
0,0.0243,HGT-16-02Pl(4),17BLP-5X,4.17,,4.59,0.46
0,0.0244,HGT-16-02Pl(5),17BLR-5X,4.56,,5.01,0.50
0,0.0245,HGT-16-02Pl(6),17BLT-5X,4.92,,5.41,0.54
0,0.0246,HGT-16-03P1(2),17BLV-5X,6.11,,6.72,0.67
0,0.0247,HGT-16-03P1(1)(3),17BLX-5X,16.33,,17.97,1.80
0,0.0248,HGT-16-03P1(4),17BMH,15.08,,16.59,1.66
0,0.0249,LP-16-01,17BMJ,33.06,,36.36,3.64
0,0.025,LP-16-01,17BML,26.94,,29.63,2.96
0,0.0251,LP-16-01,17BMO,29.39,,32.33,3.23
0,0.0252,LP-16-01,17BMQ,19.67,,21.64,2.16
0,0.0253,AH-15-44-2,17BMS,5.18,,5.70,0.57
0,0.0254,AH-15-44-2,17BMU,5.09,,5.60,0.56
0,0.0255,AH-15-44-2,17BMW,6.42,,7.06,0.71
0,0.0256,AH-15-44-3-1,17BMZ,1.64,,1.80,0.18
0,0.0257,AH-15-44-3-1,17BNB,1.40,,1.54,0.15
0,0.0258,AH-15-44-3-1,17BND,2.00,,2.20,0.22
0,0.0259,AH-15-44-3-1,17BNF,6.99,,7.69,0.77
0,0.026,AH-15-44-3-1,17BNH,6.91,,7.60,0.76
0,0.0261,AH-15-44-3-1,17BNK,8.38,,9.22,0.92
0,0.0262,AH-15-44-3-1,17BNM,9.48,,10.43,1.04
0,0.0263,AH-15-45-A ferr. o.m.,17BNO,1.06,,1.16,0.12
0,0.0264,AH-15-45-A ferr. o.m.,17BNQ,1.26,,1.39,0.14
0,0.0265,AH-15-45-A ferr. o.m.,17BNS,1.31,,1.44,0.14
0,0.0266,AH-15-45-A ferr. o.m.,17BNV,1.26,,1.39,0.14
0,0.0267,AH-15-45-A ferr. o.m.,17BNX,1.25,,1.37,0.14
0,0.0268,AH-15-45-A ferr. o.m.,17BNZ,1.30,,1.43,0.14
0,0.0269,AH-15-45-B,17BOB,13.47,,14.82,1.48
0,0.027,AH-15-45-B,17BOD,14.12,,15.53,1.55
0,0.0271,AH-15-45-B,17BOG,12.35,,13.59,1.36
0,0.0272,MtN-16-06-01,17BOI,24.09,,26.50,2.65
0,0.0273,MtN-16-06-01,17BOM,24.04,,26.45,2.64
0,0.0274,MtN-16-06-01,17BOO,28.14,,30.96,3.10
0,0.0275,MtN-16-06-02,17BOQ,16.17,,17.79,1.78
0,0.0276,MtN-16-06-02,17BOT,20.75,,22.83,2.28
0,0.0277,MtN-16-06-02,17BOV,19.00,,20.90,2.09
0,0.0278,MtN-16-06-02,17BOX,16.41,,18.05,1.80
0,0.0279,MtN-16-06-02,17BOZ,12.34,,13.57,1.36
0,0.028,MtN-16-06-02,17BPB,12.88,,14.16,1.42
0,0.0281,AH-15-46-3-A,17BPL,5.70,,6.27,0.63
0,0.0282,AH-15-46-3-A,17BPN,3.39,,3.73,0.37
0,0.0283,AH-15-46-3-A,17BPP,22.44,,24.68,2.47
0,0.0284,AH-15-46-3-A,17BPS,6.12,,6.73,0.67
0,0.0285,AH-15-46-3-A,17BPU,5.68,,6.25,0.63
0,0.0286,AH-15-46-3-A,17BPW,5.72,,6.29,0.63
0,0.0287,AH-15-46-3-B,17BPY,5.64,,6.20,0.62
0,0.0288,AH-15-46-3-B,17BQA,7.35,,8.08,0.81
0,0.0289,AH-15-46-3-B,17BQD,9.19,,10.11,1.01
0,0.029,AH-15-47-A_f.o.m.,17BQF,10.18,,11.20,1.12
0,0.0291,AH-15-47-A_f.o.m.,17BQH,15.85,,17.44,1.74
0,0.0292,AH-15-47-A_f.o.m.,17BQJ,3.33,,3.66,0.37
0,0.0293,AH-15-49-1,17BQL,43.65,,48.02,4.80
0,0.0294,AH-15-49-1,17BQO,21.51,,23.66,2.37
0,0.0295,AH-15-49-1,17BQQ,46.38,,51.02,5.10
0,0.0296,AH-15-49-1,17BQS,10.63,,11.70,1.17
0,0.0297,AH-15-49-1,17BQU,10.68,,11.75,1.17
0,0.0298,AH-15-49-1,17BQW,17.32,,19.05,1.90
0,0.0299,AH-15-49-2,17BQZ,17.75,,19.53,1.95
0,0.03,AH-15-49-2,17BRB,17.77,,19.55,1.96
0,0.0301,AH-15-49-2,17BRD,9.86,,10.84,1.08
0,0.0302,AH-15-49-2,17BRF,11.36,,12.49,1.25
0,0.0303,AH-15-49-2,17BRH,18.94,,20.83,2.08
0,0.0304,AH-15-49-2,17BRK,20.13,,22.14,2.21
0,0.0305,AH-15-49-2,17BRM,17.79,,19.57,1.96
0,0.0306,AH-15-49-2,17BRO,16.74,,18.41,1.84
0,0.0307,AH-15-49-2,17BRQ,20.40,,22.44,2.24
0,0.0308,AH-15-49-2,17BRS,16.58,,18.24,1.82
0,0.0309,AH-15-49-3L1,17BRV,30.12,,33.14,3.31
0,0.031,AH-15-49-3L1,17BRX,43.26,,47.59,4.76
0,0.0311,AH-15-49-3L1,17BRZ,14.12,,15.53,1.55
0,0.0312,AH-15-49-3L1,17BSB,14.66,,16.13,1.61
0,0.0313,AH-15-49-3L1,17BSD,12.57,,13.83,1.38
0,0.0314,MtN-16-06-03,17BZO,11.48,,12.63,1.26
0,0.0315,MtN-16-06-03,17BZQ,8.77,,9.65,0.96
0,0.0316,MtN-16-06-03,17BZS,11.03,,12.13,1.21
0,0.0317,MtN-16-06-04,17BZV,25.25,,27.78,2.78
0,0.0318,MtN-16-06-04,17BZX,21.31,,23.45,2.34
0,0.0319,MtN-16-06-04,17BZZ,17.38,,19.11,1.91
0,0.032,MtN-16-06-05,17CAB,26.73,,29.40,2.94
0,0.0321,MtN-16-06-05,17CAD,14.16,,15.58,1.56
0,0.0322,MtN-16-06-05,17CAG,16.12,,17.74,1.77
0,0.0323,MtN-16-06-06,17CAI,14.41,,15.85,1.58
0,0.0324,MtN-16-06-06,17CAK,12.20,,13.42,1.34
0,0.0325,MtN-16-06-06,17CAM,12.80,,14.08,1.41
0,0.0326,MtN-16-06-06,17CAO,16.43,,18.07,1.81
0,0.0327,MtN-16-06-06,17CAR,14.23,,15.65,1.56
0,0.0328,MtN-16-06-07,17CAT,12.90,,14.19,1.42
0,0.0329,MtN-16-06-07,17CAV,14.84,,16.32,1.63
0,0.033,MtN-16-06-07,17CAX,64.59,,71.04,7.10
0,0.0331,MtN-16-06-07,17CAZ,22.89,,25.18,2.52
0,0.0332,MtN-16-06-07,17CBC,22.78,,25.06,2.51
0,0.0333,MtN-16-06-07,17CBE,22.52,,24.77,2.48
0,0.0334,MtN-16-06-07,17CBG,13.41,,14.75,1.48
0,0.0335,MtN-16-11,17CBI,17.35,,19.08,1.91
0,0.0336,MtN-16-11,17CBK,20.24,,22.27,2.23
0,0.0337,MtN-16-11,17CBN,18.28,,20.11,2.01
0,0.0338,MtN-16-11,17CBP,21.32,,23.45,2.35
0,0.0339,MtN-16-11,17CBR,19.52,,21.48,2.15
0,0.034,MtN-16-02-1B,17CBT,5.15,,5.66,0.57
0,0.0341,MtN-16-02-1B,17CBV,5.47,,6.02,0.60
0,0.0342,MtN-16-02-1B,17CBY,3.80,,4.18,0.42
0,0.0343,MtN-16-02-1B,17CCA,4.56,,5.01,0.50
0,0.0344,MtN-16-02-1B,17CCC,8.46,,9.31,0.93
0,0.0345,MtN-16-02-2A,17CCE,5.88,,6.46,0.65
0,0.0346,MtN-16-02-2A,17CCG,5.86,,6.45,0.64
0,0.0347,MtN-16-02-2A,17CCU,6.17,,6.79,0.68
0,0.0348,MtN-16-02-2A,17CCW,6.38,,7.02,0.70
0,0.0349,MtN-16-01C,17CCY,8.55,,9.41,0.94
0,0.035,MtN-16-01C,17CDB,10.08,,11.09,1.11
0,0.0351,MtN-16-01C,17CDD,9.09,,10.00,1.00
0,0.0352,MtN-16-05-1A,17CDF,8.52,,9.38,0.94
0,0.0353,MtN-16-05-1A,17CDH,8.45,,9.29,0.93
0,0.0354,MtN-16-05-1A,17CDJ,9.41,,10.35,1.04
0,0.0355,MtN-16-05-1B,17CDM,11.50,,12.65,1.26
0,0.0356,MtN-16-05-1B,17CDO,10.94,,12.03,1.20
0,0.0357,MtN-16-05-1B,17CDQ,11.26,,12.39,1.24
0,0.0358,MtN-16-05-2A,17CDS,14.78,,16.25,1.63
0,0.0359,MtN-16-05-2A,17CDU,13.70,,15.07,1.51
0,0.036,MtN-16-05-2A,17CDX,13.04,,14.34,1.43
0,0.0361,MtN-16-05-2A,17CDZ,19.51,,21.46,2.15
0,0.0362,MtN-16-05-2A,17CEB,26.17,,28.79,2.88
0,0.0363,MtN-16-07-1,17CED,27.25,,29.97,3.00
0,0.0364,MtN-16-07-1,17CEI,32.50,,35.75,3.57
0,0.0365,MtN-16-07-1,17CEK,13.27,,14.60,1.46
0,0.0366,MtN-16-07-1,17CEM,22.03,,24.23,2.42
0,0.0367,MtN-16-07-1,17CEO,14.39,,15.83,1.58
0,0.0368,MtN-16-07-2,17CEQ,61.49,,67.64,6.76
0,0.0369,MtN-16-07-2,17CET,74.21,,81.63,8.16
0,0.037,MtN-16-07-2,17CEV,12.22,,13.44,1.34
0,0.0371,MtN-16-07-2,17CEX,11.71,,12.88,1.29
0,0.0372,MtN-16-08-1A,17CEZ,14.20,,15.62,1.56
0,0.0373,MtN-16-08-1A,17CFB,9.27,,10.20,1.02
0,0.0374,AH-15-49-3L1,17CNX,68.70,,75.57,7.56
0,0.0375,AH-15-49-3L1,17CNZ,30.38,,33.41,3.34
0,0.0376,AH-15-49-3L1,17COC,20.87,,22.96,2.30
0,0.0377,AH-15-49-3L2,17COE,28.88,,31.77,3.18
0,0.0378,AH-15-49-3L2,17COG,30.21,,33.23,3.32
0,0.0379,AH-15-49-3L2,17COI,28.59,,31.45,3.14
0,0.038,AH-15-49-3L2,17COK,22.16,,24.37,2.44
0,0.0381,AH-15-49-3L2,17CON,16.85,,18.53,1.85
0,0.0382,AH-15-49-3L2,17COP,14.58,,16.04,1.60
0,0.0383,Roy Hill N_L1,09VNC,56.14,,56.14,5.61
0,0.0384,Roy Hill N_L1,09VND,59.38,,59.38,5.94
0,0.0385,Roy Hill N_L2,09VNE,54.24,,54.24,5.42
0,0.0386,Roy Hill N_L2,09VNF,55.74,,55.74,5.57
0,0.0387,Roy Hill N_L3,09VNG,63.49,,63.49,6.35
0,0.0388,Roy Hill N_L3,09VNH,53.94,,53.94,5.39
0,0.0389,Roy Hill N_L4,09VNI,65.66,,65.66,6.57
0,0.039,Roy Hill N_L4,09VNJ,66.95,,66.95,6.70
0,0.0391,RH-Top-L2-1,17AZX,77.10,,77.10,7.71
0,0.0392,RH-L5-1,17BFP,63.11,,63.11,6.31
0,0.0393,RH-L5-2,17BIM,64.99,,64.99,6.50
0,0.0394,RH-L6-1,17BJD,73.19,,73.19,7.32
0,0.0395,RH-L5-1,17BKB,70.84,,70.84,7.08
0,0.0396,RH-L6-2,17BLZ-5X,77.58,,77.58,7.76
0,0.0397,RH-L5-1,17BMF,77.61,,77.61,7.76
0,0.0398,RH-L5-2,17BPD,72.95,,72.95,7.30
0,0.0399,RH-L6-1,17BPJ,67.05,,67.05,6.71
0,0.04,RH-L6-2,17BSF,75.56,,75.56,7.56
0,0.0401,PV28-1 (RH-Top-L2),17BWG,60.19,,60.19,6.02
0,0.0402,PV28-3 (RH-Top-L2),17BZA,67.86,,67.86,6.79
0,0.0403,PV18-1 (RH-Top-L1),17BWI,57.26,,57.26,5.73
0,0.0404,PV18-2 (RH-Top-L1),17BXR,63.16,,63.16,6.32
0,0.0405,PV18-3 (RH-Top-L1),17BZC,68.69,,68.69,6.87
0,0.0406,RH-L6-1,17BZM,75.66,,75.66,7.57
0,0.0407,RH-L6-2,17CCI,73.67,,73.67,7.37
0,0.0408,RH-L5-1,17CCS,68.77,,68.77,6.88
0,0.0409,RH-L5-2,17CFO,69.54,,69.54,6.95
0,0.041,RH-L6-1,17CJA,80.90,,80.90,8.09
0,0.0411,RH-L6-2,17CLX,80.18,,80.18,8.02
0,0.0412,RH-L5-1,17CMM,68.60,,68.60,6.86
0,0.0413,RH-L5-2,17CPI,84.75,,84.75,8.47
0,0.0414,FT44-FT47 A,17CPZ,81.62,,89.78,8.98
0,0.0415,FT48-FT51 A,17CQB,84.52,,92.98,9.30
0,0.0416,FT32-FT35 B,17CPR,97.76,,107.54,10.75
0,0.0417,FT52-FT55 B,17CQD,109.04,,119.95,11.99
0,0.0418,FT36-FT39 C,17CPU,111.03,,122.13,12.21
0,0.0419,FT56-FT59 C,17CQG,95.05,,104.55,10.46
0,0.042,FT40-FT43 D,17CPW,89.35,,98.28,9.83
0,0.0421,FT60-FT64 D,17CQI,96.60,,106.27,10.63
0,0.0422,COO-stairs,17CJZ,3.83,,4.21,0.42
0,0.0423,COO-stairs,17CKB,3.56,,3.92,0.39
0,0.0424,COO-stairs,17CKD,2.67,,2.94,0.29
0,0.0425,COO-17-05-A,17CKI,1.62,,1.78,0.18
0,0.0426,COO-17-05-A,17CKK,2.49,,2.74,0.27
0,0.0427,COO-17-05-A,17CKM,3.21,,3.53,0.35
0,0.0428,COO-17-05-B,17CKO,2.57,,2.82,0.28
0,0.0429,COO-17-05-B,17CKR,2.94,,3.23,0.32
0,0.043,COO-17-05-B,17CKT,3.06,,3.37,0.34
0,0.0431,COO-17-07,17CKV,0.46,,0.50,0.05
0,0.0432,COO-17-07,17CKX,0.34,,0.37,0.04
0,0.0433,COO-17-07,17CKZ,0.39,,0.43,0.04
0,0.0434,COO-17-08,17CLC,0.30,,0.33,0.03
0,0.0435,COO-17-08,17CLE,0.33,,0.36,0.04
0,0.0436,COO-17-08,17CLG,0.25,,0.27,0.03
